Score,Kommune,Parti,Anden liste,Navn,"1. ""Kommunen skal prioritere, at skolerne får flere midler til indkøb af klimavenlige og bæredygtige råvarer til madkundskab""","2. ""Ved kommunale bevillinger til arrangementer, som involverer udgifter til mad/forplejning, skal de klimavenlige kostråd følges, og der skal altid være et plantebaseret alternativ""","3. ""Fødevareministeriet har fået beregnet de sundhedsøkonomiske gevinster ved, at danskerne følger kostrådene. Der skal laves en tilsvarende beregning af de sundhedsøkonomiske gevinster for min kommune""","4. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På plejehjem, ældrecentre og ved kommunal madudbringning til ældre)""","5. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I skoler)""","6. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I daginstitutioner)""","7. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På kommunale arbejdspladser)""","8. ""Alle offentlige køkkener i kommunen skal som udgangspunkt servere en 100 % plantebaseret kost, hvor eventuelle animalske fødevarer er et aktivt tilvalg""","9. ""Alle skolers mælkeordninger skal tilbyde en plantebaseret drik""","10. Nogle d1ginstitutioner h1r en politik om, 1t børnene sk1l s1mles om et fælles måltid. I nogle 1f de institutioner tilbydes der dog ikke s1mtidigt det mest klim1venlige måltid – et pl1nteb1seret måltid. Det betyder, 1t f1milier, som h1r v1lgt 1t leve klim1venligt, ikke k1n få deres ønske opfyldt, fordi det er i konflikt med politikken om et fælles måltid. Hv1d sk1l kommunens måltidspolitik være? ","11. ""Kommunen skal opstille en målsætning om 25 % CO2-reduktion i 2025 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","12. ""Kommunen skal opstille en målsætning om 50 % CO2-reduktion i 2030 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","13. ""Min kommune skal erklære sig som foregangskommune og udarbejde en strategi for plantebaserede fødevarer fra jord til bord""",14. Konkret borgernær case (daginstitution)*,"15 ""Kommunen skal oprette forsøgspuljer til at fremme økologisk plantebaseret iværksætteri""","16. ""Kommunen skal afsætte penge til efteruddannelse af kommunens køkkenpersonale inden for tilberedning af klimavenlig, økologisk og plantebaseret mad"""
9,Albertslund,A. Socialdemokratiet,,Flemming Jørgensen,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
16,Albertslund,B. Det Radikale Venstre,,Nicolai Kofod-Jensen,1,2,0,2,2,2,2,1,1,0,1,0,0,1,0,1
16,Albertslund,C. Det Konservative Folkeparti,,Billal Zahoor,1,1,2,2,1,1,2,0,0,1,1,1,0,2,1,0
23,Albertslund,F. Socialistisk Folkeparti,,Inge Dahn,1,2,2,1,2,2,2,1,1,1,1,1,2,0,2,2
16,Albertslund,F. Socialistisk Folkeparti,,Michael Jonasen,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
32,Albertslund,G. Veganerpartiet,,Adam Samy,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18,Albertslund,Ø. Enhedslisten,,Jeppe Milthers,2,2,2,2,2,2,2,1,2,1,,,,,,
18,Albertslund,Ø. Enhedslisten,,Lars Bremer,2,2,2,2,2,2,2,1,1,2,,,,,,
26,Allerød,A. Socialdemokratiet,,Niels Christian Dahl,1,2,1,2,2,2,2,1,2,2,2,2,2,0,1,2
21,Allerød,A. Socialdemokratiet,,Vibeke Højbjerg,2,2,1,2,,,,1,1,2,2,2,2,1,1,2
16,Allerød,A. Socialdemokratiet,,Birgitte Greby,2,2,0,2,2,2,2,0,0,2,0,0,0,0,0,2
14,Allerød,A. Socialdemokratiet,,Gitte Gross,2,2,1,1,2,2,2,0,0,2,0,0,0,,,
24,Allerød,B. Det Radikale Venstre,,Vibeke Arndt Skak Jensen,2,2,2,1,2,2,2,0,1,1,1,1,1,2,2,2
16,Allerød,C. Det Konservative Folkeparti,,Jørgen Johansen ,2,1,2,1,1,1,1,0,0,0,2,2,1,0,0,2
15,Allerød,C. Det Konservative Folkeparti,,Eric Lerdrup Bourgois,2,2,1,1,1,1,1,0,1,2,0,0,0,1,1,1
5,Allerød,D. Nye Borgerlige,,Joan Blomsterberg,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
24,Allerød,F. Socialistisk Folkeparti,,Kurt Koudahl Petersen,2,2,2,2,2,2,2,0,2,2,0,2,0,2,0,2
11,Allerød,F. Socialistisk Folkeparti,,Nikolaj Bührmann,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
19,Allerød,V. Venstre,,Kitt Svane,1,0,0,2,1,0,1,2,2,2,1,1,2,0,2,2
13,Allerød,V. Venstre,,Karsten Längerich,1,0,0,2,2,2,2,0,0,0,2,2,0,0,0,0
2,Allerød,A. Socialdemokratiet,,Nicolai Pallisborg,1,0,0,0,0,0,0,0,0,0,1,,0,0,0,0
25,Assens,A. Socialdemokratiet,,Helge Kold,1,2,2,2,2,2,2,0,2,2,1,1,1,1,2,2
18,Assens,A. Socialdemokratiet,,Lasse Tajmer,2,2,1,1,1,1,1,1,1,2,1,1,2,0,0,1
15,Assens,A. Socialdemokratiet,,Elmer Torben Philipsen ,1,2,0,1,2,2,1,0,1,2,1,0,1,1,0,0
14,Assens,C. Det Konservative Folkeparti,,Sofia Katrine Svensson,1,2,1,1,1,1,1,0,1,0,1,1,0,1,1,1
6,Assens,C. Det Konservative Folkeparti,,Vagn Top,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,Assens,F. Socialistisk Folkeparti,,Mogens Mulle Johansen,2,0,0,0,0,0,0,0,0,,,,,,,
1,Assens,V. Venstre,,Bodil Boesgaard,0,1,0,0,0,0,0,0,0,,,,,,,
22,Assens,Å. Alternativet,,Ole Dupont Kofod,2,2,1,2,1,1,2,0,0,2,2,0,2,1,2,2
0,Assens,V. Venstre,,Søren Steen Andersen,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
28,Assens,V. Venstre,,Dan Gørtz ,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2
19,Ballerup,A. Socialdemokratiet,,Musa Kekec,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1
20,Ballerup,B. Det Radikale Venstre,,Lars Green Bach,1,2,2,1,2,1,1,1,0,2,2,2,1,0,0,2
18,Ballerup,B. Det Radikale Venstre,,Mustafa Deveci,2,2,2,1,2,2,1,0,0,0,1,1,1,2,1,0
22,Ballerup,F. Socialistisk Folkeparti,,Simon Knudstrup,2,2,2,1,1,1,1,0,1,1,2,2,1,2,1,2
29,Ballerup,G. Veganerpartiet,,Frida Freiesleben ,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2
4,Ballerup,O. Dansk Folkeparti,,Allan Petersen,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7,Ballerup,C. Det Konservative Folkeparti,,Kasper Schlander,1,1,0,1,1,1,1,0,1,0,,,,,,
20,Billund,A. Socialdemokratiet,,Jane Albinus Borg Kjær,1,1,1,2,2,2,2,0,0,1,1,1,1,2,1,2
4,Billund,A. Socialdemokratiet,,Birthe Marianne Nielsen,0,0,0,1,1,1,1,0,0,0,,,,,,
27,Billund,B. Det Radikale Venstre,,Niels Kr. Refstrup,2,2,2,2,2,1,2,0,1,1,2,2,2,2,2,2
23,Billund,B. Det Radikale Venstre,,Gregers Lindvig,2,2,2,1,1,1,1,0,1,1,2,2,2,2,1,2
7,Billund,B. Det Radikale Venstre,,Peter Geurts,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
17,Billund,C. Det Konservative Folkeparti,,Per Madsen,1,0,1,0,1,0,0,1,2,2,1,2,2,1,2,1
7,Billund,C. Det Konservative Folkeparti,,Lars Hansen,1,1,1,1,1,1,1,0,0,,,,,,,
2,Billund,C. Det Konservative Folkeparti,,René Erisken,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,Billund,D. Nye Borgerlige,,Frank Mikkelsen,0,0,0,1,0,0,1,0,1,0,0,0,0,,,
25,Billund,F. Socialistisk Folkeparti,,Karlo Madsen,0,2,2,2,2,2,2,0,2,1,2,2,0,2,2,2
13,Billund,V. Venstre,,Sofie Schmahl,1,1,1,1,1,1,1,0,0,0,1,1,1,0,2,1
2,Billund,V. Venstre,,Bjarne Larsen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12,Billund,A. Socialdemokratiet,,Brian Nissen ,1,1,1,1,1,1,1,0,0,2,0,0,0,1,1,1
20,Billund,A. Socialdemokratiet,,Ann Charlotte Gaardsvig Vilstrup,2,1,1,,1,1,2,0,2,2,2,1,0,2,1,2
18,Bornholm,A. Socialdemokratiet,,Ronald Kofoed-Rasmussen ,2,0,1,2,2,2,2,0,0,0,2,2,1,0,1,1
3,Bornholm,C. Det Konservative Folkeparti,,Jacob Trøst,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17,Bornholm,F. Socialistisk Folkeparti,,Leif Olsen,2,1,0,1,1,1,1,0,0,1,2,2,0,1,2,2
12,Bornholm,F. Socialistisk Folkeparti,,Nikolaj Fjellerad,2,1,0,1,1,0,2,0,1,0,1,0,0,1,1,1
32,Bornholm,G. Veganerpartiet,,Lærke Lina Skovbjerg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12,Bornholm,K. Kristendemokraterne,,Hartvig Mumm,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
11,Bornholm,K. Kristendemokraterne,,Bjarne Hartung Kirkegaard,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1
8,Bornholm,K. Kristendemokraterne,,Niels Chresten Andersen,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
6,Bornholm,K. Kristendemokraterne,,Hans Ole Bech,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
12,Bornholm,V. Venstre,,Søren Schow,2,0,0,1,1,1,1,0,0,0,1,1,0,0,2,2
1,Bornholm,V. Venstre,,Carsten Hæstrup ,0,0,1,0,0,0,0,0,0,0,,,,,,
23,Bornholm,Ø. Enhedslisten,,Klaus Hermansen,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1
16,Bornholm,Ø. Enhedslisten,,Morten Riis,2,2,0,0,2,2,2,2,2,2,,,,,,
27,Bornholm,B. Det Radikale Venstre,,João A. B. R. Møller ,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2
3,Bornholm,V. Venstre,,Jannie Sauer,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,Bornholm,Ø. Enhedslisten,,Runa Jensen ,1,1,1,2,2,2,2,1,2,1,,,,,,
29,Bornholm,Ø. Enhedslisten,,Stig Westermann,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
28,Bornholm,F. Socialistisk Folkeparti,,Bo Haxthausen,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2
18,Brøndby,A. Socialdemokratiet,,Maja Højgaard,2,2,0,2,1,2,2,0,1,0,2,1,1,0,1,1
15,Brøndby,A. Socialdemokratiet,,Torben Nymand,1,1,1,1,1,1,1,0,2,0,2,0,1,1,0,2
19,Brøndby,F. Socialistisk Folkeparti,,Vagn Kjær-Hansen,2,0,2,2,2,2,2,0,2,1,0,0,0,2,0,2
17,Brøndby,F. Socialistisk Folkeparti,,Henrik Puukka-Sørensen,2,1,0,1,1,1,1,0,2,2,1,1,0,2,1,1
3,Brøndby,F. Socialistisk Folkeparti,,Alexander Bruhn Skjøth,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
31,Brøndby,Ø. Enhedslisten,,Dennis Baggers Laursen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
31,Brøndby,Ø. Enhedslisten,,Fatih Baran,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
14,Brøndby,Ø. Enhedslisten,,Signe Heering,1,2,1,1,2,1,1,1,0,2,0,0,0,0,1,1
0,Brøndby,V. Venstre,,Jørgen Bonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Brønderslev,B. Det Radikale Venstre,,Dorthe Kerschus,1,1,1,0,1,0,1,0,2,2,,,,,,
26,Brønderslev,F. Socialistisk Folkeparti,,Henning Jørgensen,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2
13,Brønderslev,F. Socialistisk Folkeparti,,Ivan Johansen,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
32,Brønderslev,G. Veganerpartiet,,Uffe Koch,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,Brønderslev,I. Liberal Alliance,,Hans-Henning Terp-Hansen,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12,Brønderslev,V. Venstre,,Jan Thaibert,1,2,1,1,1,1,1,0,1,0,1,0,1,0,0,1
29,Brønderslev,Ø. Enhedslisten,,Annemette Chemnitz Eilers ,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1
20,Brønderslev,Ø. Enhedslisten,,Mai Jensen,2,1,1,1,1,1,1,0,1,0,2,2,1,2,2,2
0,Brønderslev,D. Nye Borgerlige,,Idon Brødbæk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Brønderslev,O. Dansk Folkeparti,,Danny Rosenkilde ,1,,0,1,1,2,1,1,1,1,2,2,0,1,0,1
5,Brønderslev,O. Dansk Folkeparti,,Carsten Ullmann Andersen,0,0,0,1,1,1,1,0,1,0,,,,,,
20,Brønderslev,Ø. Enhedslisten,,Runa Friis Hansen,2,2,2,2,0,0,2,0,2,0,2,2,0,2,2,0
18,Dragør,A. Socialdemokratiet,,Pia Voel,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
28,Dragør,B. Det Radikale Venstre,,Else Lykke Madsen,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2
26,Dragør,B. Det Radikale Venstre,,Charlotte Saabye Sørensen,2,2,2,2,2,2,2,1,1,2,1,1,2,2,0,2
7,Dragør,V. Venstre,,Helle Barth,1,1,0,0,1,1,1,0,2,0,0,0,0,0,,
0,Dragør,C. Det Konservative Folkeparti,,Steen Olsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Egedal,A. Socialdemokratiet,,Henrik Wolfhagen,1,2,1,2,2,2,2,0,1,1,2,2,2,0,0,1
11,Egedal,A. Socialdemokratiet,,Line Mette Andrup,1,1,0,1,1,0,1,0,1,0,1,0,0,2,1,1
23,Egedal,B. Det Radikale Venstre,,Stephan Grubbe Sølby,1,2,2,1,1,1,1,0,1,2,2,2,2,2,1,2
19,Egedal,C. Det Konservative Folkeparti,,Peter Højmark Trasborg,2,2,1,1,2,2,2,0,2,1,1,1,0,0,1,1
31,Egedal,F. Socialistisk Folkeparti,,Peter Hansen,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
26,Egedal,F. Socialistisk Folkeparti,,Karen Juul,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2
9,Egedal,O. Dansk Folkeparti,,Allan Bøwig ,0,1,0,1,1,1,1,0,1,1,0,0,0,2,0,0
20,Egedal,V. Venstre,,Thomas Skov Rasmussen,1,1,2,2,1,2,1,0,1,0,2,2,1,2,0,2
16,Egedal,V. Venstre,,Louise Dalby,2,2,1,2,2,1,2,0,0,0,0,0,0,1,1,2
6,Egedal,V. Venstre,,Andreas Milán,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
22,Egedal,Ø. Enhedslisten,,Anne Dahl Thing,1,2,0,2,2,2,2,0,2,1,2,1,0,2,1,2
32,Egedal,Ø. Enhedslisten,,Clara Møller Jensen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21,Esbjerg,A. Socialdemokratiet,,Jørgen Ahlquist,2,1,1,2,2,2,2,0,2,1,1,0,1,1,1,2
6,Esbjerg,A. Socialdemokratiet,,Mads Lustrup Johansen,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2,Esbjerg,A. Socialdemokratiet,,Henrik Rømer,1,0,1,0,0,0,0,0,0,0,,,,,,
26,Esbjerg,B. Det Radikale Venstre,,Jasmin Lykke,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1
20,Esbjerg,B. Det Radikale Venstre,,Anne Marie Geisler Andersen,2,1,0,1,1,1,2,0,1,2,1,1,2,2,1,2
13,Esbjerg,B. Det Radikale Venstre,,Anders Toft Andersen,1,1,0,1,1,1,1,0,0,0,2,1,1,1,2,0
26,Esbjerg,C. Det Konservative Folkeparti,,Peter Kent Starup,2,2,2,2,2,2,2,2,1,1,2,2,1,2,0,1
23,Esbjerg,C. Det Konservative Folkeparti,,Christina Simonia,2,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0
18,Esbjerg,C. Det Konservative Folkeparti,,Jan Nielsen,1,2,1,0,1,1,2,0,1,0,2,2,1,1,2,1
7,Esbjerg,C. Det Konservative Folkeparti,,May-Britt Andrea Andersen,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
6,Esbjerg,C. Det Konservative Folkeparti,,Allan V. Jessen,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
26,Esbjerg,F. Socialistisk Folkeparti,,Diana Mose Olsen,2,2,2,2,1,1,2,0,1,1,2,2,2,2,2,2
21,Esbjerg,F. Socialistisk Folkeparti,,David Dam Jensen,1,2,1,2,0,1,1,1,1,1,2,2,1,2,1,2
25,Esbjerg,Ø. Enhedslisten,,Lars Mogensen,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2
29,Esbjerg,Ø. Enhedslisten,,Sarah Nørris,2,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2
0,Esbjerg,V. Venstre,,Hans Mortensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Esbjerg,C. Det Konservative Folkeparti,,Uffe Thestrup,1,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1
23,Faaborg-Midtfyn,B. Det Radikale Venstre,,Janus Tobias Saito-Madsen,2,2,1,2,2,2,2,0,2,2,0,2,2,0,0,2
17,Fanø,B. Det Radikale Venstre,,Mille Renée Larsen,2,2,1,1,1,1,1,1,1,0,1,1,2,0,1,1
11,Fanø,C. Det Konservative Folkeparti,,Niels Fischer-Nielsen,1,0,1,1,1,1,1,0,0,2,0,0,0,2,1,0
23,Favrskov,A. Socialdemokratiet,,Erik Særkjær,2,2,0,1,2,2,2,0,1,2,2,1,1,2,1,2
14,Favrskov,A. Socialdemokratiet,,Erling Kvist Andersen,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
9,Favrskov,A. Socialdemokratiet,,Steen Thomasen,2,1,,1,,,1,1,1,2,,,,,,
1,Favrskov,A. Socialdemokratiet,,Gitte Lynderup Lauritsen,1,0,0,0,0,0,0,0,0,0,,,,,,
23,Favrskov,B. Det Radikale Venstre,,Pet Petersen,2,2,2,2,2,2,2,0,2,2,1,1,1,0,1,1
4,Favrskov,C. Det Konservative Folkeparti,,Charlotte Green,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
2,Favrskov,D. Nye Borgerlige,,Erling Høj Sørensen,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17,Favrskov,F. Socialistisk Folkeparti,,Laila Jerming Graf,2,1,1,2,2,2,2,1,1,1,0,0,2,,,
16,Favrskov,F. Socialistisk Folkeparti,,Søren Lahn Sloth,1,2,0,2,2,2,2,0,0,1,0,0,0,2,0,2
8,Favrskov,F. Socialistisk Folkeparti,,Søren Frandsen,2,1,0,1,1,1,1,0,1,,,,,,,
26,Favrskov,V. Venstre,,Gert Jensen,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2
19,Favrskov,V. Venstre,,Arne Bay Madsen,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2
23,Favrskov,Ø. Enhedslisten,,Bodil Kvistgaard Olsen,0,1,0,2,2,2,2,2,2,2,0,0,2,2,2,2
22,Favrskov,Ø. Enhedslisten,,Clément Blain,2,2,1,1,2,2,2,0,0,2,2,2,1,1,0,2
27,Favrskov,Ø. Enhedslisten,,Maria Strunge Sørensen,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2
27,Favrskov,Ø. Enhedslisten,,Peder Meyhoff,2,2,2,2,2,2,2,0,2,1,2,2,2,0,2,2
30,Favrskov,Ø. Enhedslisten,,Per Holm Knudsen,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
12,Favrskov,A. Socialdemokratiet,,Martin Hager Andersen,1,1,1,2,0,0,1,0,0,0,2,1,0,1,1,1
15,Faxe,A. Socialdemokratiet,,Camilla Meyer,2,2,0,2,2,2,2,0,0,2,0,0,0,,0,1
10,Faxe,C. Det Konservative Folkeparti,,Allan Tirsgaard,1,0,1,1,0,0,1,0,1,2,1,0,0,1,0,1
9,Faxe,C. Det Konservative Folkeparti,,Michael Christensen,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
4,Faxe,C. Det Konservative Folkeparti,,Stella Borne Mikkelsen,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
8,Faxe,D. Nye Borgerlige,,Jannick Jeppesen,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0
27,Faxe,F. Socialistisk Folkeparti,,Charlotte Poulsen ,2,2,2,2,2,2,2,1,2,1,2,2,1,0,2,2
19,Faxe,F. Socialistisk Folkeparti,,Mogens Stilhoff,2,1,1,1,2,2,1,0,1,0,1,1,1,2,1,2
4,Faxe,O. Dansk Folkeparti,,Steen Petersen,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,Faxe,O. Dansk Folkeparti,,Eli Jacobi Nielsen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,Faxe,V. Venstre,,Helle Lysholm,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
11,Faxe,V. Venstre,,Nellie Bradsted,0,0,1,1,1,1,1,0,1,2,1,0,0,1,0,1
28,Fredensborg,A. Socialdemokratiet,,Benn Gandløse Vestergaard,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2
30,Fredensborg,B. Det Radikale Venstre,,Lars Simonsen,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
29,Fredensborg,B. Det Radikale Venstre,,Bettina Bové,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2
22,Fredensborg,B. Det Radikale Venstre,,Marianne Bredgarrd Karlsson,2,2,1,1,2,2,2,1,1,1,2,1,1,1,0,2
11,Fredensborg,B. Det Radikale Venstre,,Jens Thorup Bindzus,2,2,0,1,2,0,2,0,2,0,,,,,,
25,Fredensborg,C. Det Konservative Folkeparti,,Heidi Boss Nyby,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2
12,Fredensborg,C. Det Konservative Folkeparti,,Morten H. Poulsen,1,1,1,2,2,2,2,0,1,,,,,,,
6,Fredensborg,C. Det Konservative Folkeparti,,Mikkel Dodt Fregerslev,2,0,0,1,1,1,1,0,0,,,,,,,
18,Fredensborg,F. Socialistisk Folkeparti,,Berit K. Holtegaard,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
25,Fredensborg,K. Kristendemokraterne,,Peter Vest,2,2,2,1,2,2,1,1,2,1,1,0,2,2,2,2
23,Fredensborg,V. Venstre,,Mie Stattau,1,2,1,2,2,2,2,0,1,2,2,2,2,0,0,2
16,Fredensborg,Å. Alternativet,,Sidsel Dyekjær,2,2,1,2,1,1,1,0,0,1,1,1,1,0,,2
0,Fredensborg,O. Dansk Folkeparti,,Kim Erik Jensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Fredericia,A. Socialdemokratiet,,Charlotte Høgedal,2,1,2,2,2,2,2,0,2,2,2,2,0,2,1,2
22,Fredericia,A. Socialdemokratiet,,Lise Nielson,1,2,0,2,0,0,2,0,2,1,2,2,2,2,2,2
16,Fredericia,A. Socialdemokratiet,,David Gulløv,1,2,1,1,1,1,1,0,0,2,0,0,2,1,1,2
14,Fredericia,A. Socialdemokratiet,,Turan Savas,2,2,1,1,1,1,1,0,0,2,1,1,0,0,0,1
13,Fredericia,A. Socialdemokratiet,,Vibe Dyhrberg,2,1,1,1,1,1,1,0,1,1,1,1,0,1,,
28,Fredericia,C. Det Konservative Folkeparti,,Leif Lehmann Carlsen,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2
5,Fredericia,C. Det Konservative Folkeparti,,Julian Infante Brahe Jørgensen,1,0,0,0,1,1,1,0,1,0,,,,,,
18,Fredericia,D. Nye Borgerlige,,Hanneann Phillina Noell Pedersen,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
6,Fredericia,D. Nye Borgerlige,,Torben Sten Nielsen,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
31,Fredericia,F. Socialistisk Folkeparti,,Connie Maybrith Jørgensen,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
28,Fredericia,F. Socialistisk Folkeparti,,Henning Troelsen,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2
23,Fredericia,F. Socialistisk Folkeparti,,Per Alex Moos Laursen,2,2,2,2,,2,,0,1,1,2,2,2,2,1,2
7,Fredericia,O. Dansk Folkeparti,,Susanne Eilersen,0,1,1,1,1,1,1,0,1,,,,,,,
27,Fredericia,V. Venstre,,Louis Lindholm,2,2,2,2,2,2,2,1,2,0,2,1,2,2,1,2
6,Fredericia,V. Venstre,,Christian Jørgensen,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
29,Fredericia,Ø. Enhedslisten,,Cecilie Roed Schultz,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
32,Fredericia,Ø. Enhedslisten,,Marc Hast Knudsen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
32,Fredericia,Å. Alternativet,,Martin Runager,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
24,Fredericia,Å. Alternativet,,Kim Arthur,2,1,2,2,2,2,2,1,1,1,2,2,1,2,0,1
22,Fredericia,Å. Alternativet,,Ecaterina Pedersen,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2
19,Fredericia,A. Socialdemokratiet,,Christian Bro,2,2,2,2,2,2,2,0,2,1,0,2,0,0,0,0
18,Fredericia,A. Socialdemokratiet,,Oliver Overgaard Jessen ,2,1,0,1,1,1,2,0,2,2,2,2,0,0,1,1
16,Fredericia,A. Socialdemokratiet,,John Nyborg,1,1,1,1,1,1,1,0,1,0,1,1,1,2,1,2
27,Fredericia,Ø. Enhedslisten,,Henning Hartmeyer ,2,2,1,2,2,2,2,1,0,1,2,2,2,2,2,2
18,Fredericia,Ø. Enhedslisten,,Maria Sloth ,1,2,1,2,2,2,2,0,0,0,0,0,2,1,1,2
25,Frederiksberg,A. Socialdemokratiet,,Aino Vedel,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2
24,Frederiksberg,A. Socialdemokratiet,,Kristoffer Appel,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2
11,Frederiksberg,A. Socialdemokratiet,,Anders Kaare,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1
30,Frederiksberg,B. Det Radikale Venstre,,Kirsten Lee,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2
26,Frederiksberg,C. Det Konservative Folkeparti,,Karsten Skawbo-Jensen,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
23,Frederiksberg,C. Det Konservative Folkeparti,,Michael Molin Brautsch,2,2,1,2,2,2,2,2,0,1,1,1,1,2,1,1
14,Frederiksberg,C. Det Konservative Folkeparti,,Anders Storgaard,1,1,1,0,1,1,1,0,1,1,2,2,0,1,0,1
